name,value,type
Chilean Peso,14776793.38,fiat
Chinese Yuan,119288.642,fiat
Czech Koruna,395053.082,fiat
Danish Krone,121076.849,fiat
Euro,16264.142,fiat
British Pound Sterling,13987.222,fiat
Hong Kong Dollar,133490.569,fiat
Hungarian Forint,6813701.704,fiat
Indonesian Rupiah,267510914.644,fiat
Israeli New Shekel,58619.059,fiat
Indian Rupee,1413440.2,fiat
Japanese Yen,2341556.105,fiat
South Korean Won,22361498.47,fiat
Kuwaiti Dinar,5259.71,fiat
Sri Lankan Rupee,6305125.754,fiat
Burmese Kyat,36029282.741,fiat
Mexican Peso,339073.47,fiat
Malaysian Ringgit,75497.296,fiat
Nigerian Naira,7608980.656,fiat
Norwegian Krone,171540.966,fiat
New Zealand Dollar,26734.512,fiat
Philippine Peso,949395.413,fiat
Pakistani Rupee,3855130.583,fiat
Polish Zloty,76338.25,fiat
Russian Ruble,1071809.611,fiat
Saudi Riyal,64466.358,fiat
Swedish Krona,177451.649,fiat
Singapore Dollar,23248.4,fiat
Thai Baht,593635.865,fiat
Turkish Lira,319770.096,fiat
New Taiwan Dollar,526495.701,fiat
Ukrainian hryvnia,630425.808,fiat
Venezuelan bolívar fuerte,1716.712,fiat
Vietnamese đồng,408047155.58,fiat
South African Rand,297538.213,fiat
IMF Special Drawing Rights,12944.987,fiat
Silver - Troy Ounce,730.189,commodity
Gold - Troy Ounce,9.539,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.517,crypto
Litecoin,222.647,crypto
Bitcoin Cash,157.015,crypto
Binance Coin,59.521,crypto
EOS,16509.26,crypto
XRP,44155.27,crypto
Lumens,200321.34,crypto
Chainlink,2492.606,crypto
Polkadot,3245.034,crypto
Yearn.finance,2.496,crypto
US Dollar,17140.374,fiat
United Arab Emirates Dirham,62956.595,fiat
Argentine Peso,2912634.963,fiat
Australian Dollar,25217.553,fiat
Bangladeshi Taka,1772693.135,fiat
Bahraini Dinar,6452.116,fiat
Bermudian Dollar,17140.374,fiat
Brazil Real,89781.281,fiat
Canadian Dollar,23529.449,fiat
Swiss Franc,16027.981,fiat
Chilean Peso,14772946.007,fiat
Chinese Yuan,119257.583,fiat
Czech Koruna,394950.224,fiat
Danish Krone,121045.324,fiat
Euro,16259.907,fiat
British Pound Sterling,13983.58,fiat
Hong Kong Dollar,133455.813,fiat
Hungarian Forint,6811927.649,fiat
Indonesian Rupiah,267441263.926,fiat
Israeli New Shekel,58603.797,fiat
Indian Rupee,1413072.188,fiat
Japanese Yen,2340946.443,fiat
South Korean Won,22355676.299,fiat
Kuwaiti Dinar,5258.341,fiat
Sri Lankan Rupee,6303484.114,fiat
Burmese Kyat,36019901.944,fiat
Mexican Peso,338985.187,fiat
Malaysian Ringgit,75477.639,fiat
Nigerian Naira,7606999.537,fiat
Norwegian Krone,171496.303,fiat
New Zealand Dollar,26727.551,fiat
Philippine Peso,949148.222,fiat
Pakistani Rupee,3854126.838,fiat
Polish Zloty,76318.374,fiat
Russian Ruble,1071530.548,fiat
Saudi Riyal,64449.573,fiat
Swedish Krona,177405.447,fiat
Singapore Dollar,23242.347,fiat
Thai Baht,593481.303,fiat
Turkish Lira,319686.839,fiat
New Taiwan Dollar,526358.619,fiat
Ukrainian hryvnia,630261.667,fiat
Venezuelan bolívar fuerte,1716.265,fiat
Vietnamese đồng,407940914.02,fiat
South African Rand,297460.744,fiat
IMF Special Drawing Rights,12941.616,fiat
Silver - Troy Ounce,729.999,commodity
Gold - Troy Ounce,9.537,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.517,crypto
Litecoin,222.578,crypto
Bitcoin Cash,156.99,crypto
Binance Coin,59.471,crypto
EOS,16496.877,crypto
XRP,44149.003,crypto
Lumens,200265.874,crypto
Chainlink,2492.885,crypto
Polkadot,3244.826,crypto
Yearn.finance,2.496,crypto
US Dollar,17145.259,fiat
United Arab Emirates Dirham,62974.537,fiat
Argentine Peso,2913465.023,fiat
Australian Dollar,25224.739,fiat
Bangladeshi Taka,1773198.327,fiat
Bahraini Dinar,6453.955,fiat
Bermudian Dollar,17145.259,fiat
Brazil Real,89806.868,fiat
Canadian Dollar,23536.154,fiat
Swiss Franc,16032.549,fiat
Chilean Peso,14777156.087,fiat
Chinese Yuan,119291.57,fiat
Czech Koruna,395062.779,fiat
Danish Krone,121079.821,fiat
Euro,16264.541,fiat
British Pound Sterling,13987.565,fiat
Hong Kong Dollar,133493.846,fiat
Hungarian Forint,6813868.951,fiat
Indonesian Rupiah,267517480.891,fiat
Israeli New Shekel,58620.498,fiat
Indian Rupee,1413474.893,fiat
Japanese Yen,2341613.58,fiat
South Korean Won,22362047.35,fiat
Kuwaiti Dinar,5259.839,fiat
Sri Lankan Rupee,6305280.518,fiat
Burmese Kyat,36030167.105,fiat
Mexican Peso,339081.793,fiat
Malaysian Ringgit,75499.149,fiat
Nigerian Naira,7609167.423,fiat
Norwegian Krone,171545.177,fiat
New Zealand Dollar,26735.168,fiat
Philippine Peso,949418.716,fiat
Pakistani Rupee,3855225.21,fiat
Polish Zloty,76340.124,fiat
Russian Ruble,1071835.919,fiat
Saudi Riyal,64467.94,fiat
Swedish Krona,177456.005,fiat
Singapore Dollar,23248.971,fiat
Thai Baht,593650.437,fiat
Turkish Lira,319777.945,fiat
New Taiwan Dollar,526508.624,fiat
Ukrainian hryvnia,630441.283,fiat
Venezuelan bolívar fuerte,1716.754,fiat
Vietnamese đồng,408057171.391,fiat
South African Rand,297545.516,fiat
IMF Special Drawing Rights,12945.305,fiat
Silver - Troy Ounce,730.207,commodity
Gold - Troy Ounce,9.539,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.515,crypto
Litecoin,222.551,crypto
Bitcoin Cash,156.979,crypto
Binance Coin,59.476,crypto
EOS,16493.2,crypto
XRP,44140.367,crypto
Lumens,200230.54,crypto
Chainlink,2492.693,crypto
Polkadot,3244.569,crypto
Yearn.finance,2.495,crypto
US Dollar,17145.536,fiat
United Arab Emirates Dirham,62975.554,fiat
Argentine Peso,2913512.069,fiat
Australian Dollar,25225.147,fiat
Bangladeshi Taka,1773226.961,fiat
Bahraini Dinar,6454.059,fiat
Bermudian Dollar,17145.536,fiat
Brazil Real,89808.318,fiat
Canadian Dollar,23536.534,fiat
Swiss Franc,16032.808,fiat
Chilean Peso,14777394.707,fiat
Chinese Yuan,119293.496,fiat
Czech Koruna,395069.158,fiat
Danish Krone,121081.776,fiat
Euro,16264.804,fiat
British Pound Sterling,13987.791,fiat
Hong Kong Dollar,133496.001,fiat
Hungarian Forint,6813978.981,fiat
Indonesian Rupiah,267521800.746,fiat
Israeli New Shekel,58621.445,fiat
Indian Rupee,1413497.718,fiat
Japanese Yen,2341651.392,fiat
South Korean Won,22362408.45,fiat
Kuwaiti Dinar,5259.924,fiat
Sri Lankan Rupee,6305382.335,fiat
Burmese Kyat,36030748.918,fiat
Mexican Peso,339087.268,fiat
Malaysian Ringgit,75500.368,fiat
Nigerian Naira,7609290.296,fiat
Norwegian Krone,171547.947,fiat
New Zealand Dollar,26735.6,fiat
Philippine Peso,949434.047,fiat
Pakistani Rupee,3855287.463,fiat
Polish Zloty,76341.357,fiat
Russian Ruble,1071853.227,fiat
Saudi Riyal,64468.981,fiat
Swedish Krona,177458.871,fiat
Singapore Dollar,23249.347,fiat
Thai Baht,593660.023,fiat
Turkish Lira,319783.109,fiat
New Taiwan Dollar,526517.126,fiat
Ukrainian hryvnia,630451.463,fiat
Venezuelan bolívar fuerte,1716.782,fiat
Vietnamese đồng,408063760.671,fiat
South African Rand,297550.321,fiat
IMF Special Drawing Rights,12945.514,fiat
Silver - Troy Ounce,730.219,commodity
Gold - Troy Ounce,9.539,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.513,crypto
Litecoin,222.418,crypto
Bitcoin Cash,156.976,crypto
Binance Coin,59.492,crypto
EOS,16495.383,crypto
XRP,44134.187,crypto
Lumens,200194.384,crypto
Chainlink,2491.625,crypto
Polkadot,3244.085,crypto
Yearn.finance,2.494,crypto
US Dollar,17145.768,fiat
United Arab Emirates Dirham,62976.406,fiat
Argentine Peso,2913551.506,fiat
Australian Dollar,25225.488,fiat
Bangladeshi Taka,1773250.962,fiat
Bahraini Dinar,6454.147,fiat
Bermudian Dollar,17145.768,fiat
Brazil Real,89809.534,fiat
Canadian Dollar,23536.853,fiat
Swiss Franc,16033.025,fiat
Chilean Peso,14777594.729,fiat
Chinese Yuan,119295.111,fiat
Czech Koruna,395074.506,fiat
Danish Krone,121083.415,fiat
Euro,16265.024,fiat
British Pound Sterling,13987.98,fiat
Hong Kong Dollar,133497.808,fiat
Hungarian Forint,6814071.213,fiat
Indonesian Rupiah,267525421.825,fiat
Israeli New Shekel,58622.238,fiat
Indian Rupee,1413516.851,fiat
Japanese Yen,2341683.088,fiat
South Korean Won,22362711.14,fiat
Kuwaiti Dinar,5259.995,fiat
Sri Lankan Rupee,6305467.682,fiat
Burmese Kyat,36031236.617,fiat
Mexican Peso,339091.858,fiat
Malaysian Ringgit,75501.39,fiat
Nigerian Naira,7609393.292,fiat
Norwegian Krone,171550.269,fiat
New Zealand Dollar,26735.962,fiat
Philippine Peso,949446.899,fiat
Pakistani Rupee,3855339.647,fiat
Polish Zloty,76342.39,fiat
Russian Ruble,1071867.735,fiat
Saudi Riyal,64469.854,fiat
Swedish Krona,177461.273,fiat
Singapore Dollar,23249.661,fiat
Thai Baht,593668.058,fiat
Turkish Lira,319787.437,fiat
New Taiwan Dollar,526524.253,fiat
Ukrainian hryvnia,630459.996,fiat
Venezuelan bolívar fuerte,1716.805,fiat
Vietnamese đồng,408069284.075,fiat
South African Rand,297554.348,fiat
IMF Special Drawing Rights,12945.689,fiat
Silver - Troy Ounce,730.229,commodity
Gold - Troy Ounce,9.54,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.511,crypto
Litecoin,222.362,crypto
Bitcoin Cash,156.97,crypto
Binance Coin,59.416,crypto
EOS,16498.837,crypto
XRP,44130.284,crypto
Lumens,200155.902,crypto
Chainlink,2490.714,crypto
Polkadot,3243.59,crypto
Yearn.finance,2.493,crypto
US Dollar,17145.884,fiat
United Arab Emirates Dirham,62976.832,fiat
Argentine Peso,2913571.225,fiat
Australian Dollar,25225.659,fiat
Bangladeshi Taka,1773262.964,fiat
Bahraini Dinar,6454.19,fiat
Bermudian Dollar,17145.884,fiat
Brazil Real,89810.141,fiat
Canadian Dollar,23537.012,fiat
Swiss Franc,16033.133,fiat
Chilean Peso,14777694.744,fiat
Chinese Yuan,119295.919,fiat
Czech Koruna,395077.18,fiat
Danish Krone,121084.234,fiat
Euro,16265.134,fiat
British Pound Sterling,13988.075,fiat
Hong Kong Dollar,133498.712,fiat
Hungarian Forint,6814117.33,fiat
Indonesian Rupiah,267527232.436,fiat
Israeli New Shekel,58622.635,fiat
Indian Rupee,1413526.417,fiat
Japanese Yen,2341698.936,fiat
South Korean Won,22362862.491,fiat
Kuwaiti Dinar,5260.031,fiat
Sri Lankan Rupee,6305510.358,fiat
Burmese Kyat,36031480.477,fiat
Mexican Peso,339094.153,fiat
Malaysian Ringgit,75501.901,fiat
Nigerian Naira,7609444.793,fiat
Norwegian Krone,171551.43,fiat
New Zealand Dollar,26736.143,fiat
Philippine Peso,949453.324,fiat
Pakistani Rupee,3855365.74,fiat
Polish Zloty,76342.907,fiat
Russian Ruble,1071874.99,fiat
Saudi Riyal,64470.29,fiat
Swedish Krona,177462.474,fiat
Singapore Dollar,23249.819,fiat
Thai Baht,593672.076,fiat
Turkish Lira,319789.602,fiat
New Taiwan Dollar,526527.816,fiat
Ukrainian hryvnia,630464.263,fiat
Venezuelan bolívar fuerte,1716.817,fiat
Vietnamese đồng,408072045.888,fiat
South African Rand,297556.362,fiat
IMF Special Drawing Rights,12945.777,fiat
Silver - Troy Ounce,730.234,commodity
Gold - Troy Ounce,9.54,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.511,crypto
Litecoin,222.124,crypto
Bitcoin Cash,156.971,crypto
Binance Coin,59.363,crypto
EOS,16501.066,crypto
XRP,44129.677,crypto
Lumens,200089.205,crypto
Chainlink,2489.519,crypto
Polkadot,3242.842,crypto
Yearn.finance,2.489,crypto
US Dollar,17145.82,fiat
United Arab Emirates Dirham,62976.6,fiat
Argentine Peso,2913560.469,fiat
Australian Dollar,25225.566,fiat
Bangladeshi Taka,1773256.418,fiat
Bahraini Dinar,6454.167,fiat
Bermudian Dollar,17145.82,fiat
Brazil Real,89809.81,fiat
Canadian Dollar,23536.925,fiat
Swiss Franc,16033.074,fiat
Chilean Peso,14777640.189,fiat
Chinese Yuan,119295.478,fiat
Czech Koruna,395075.721,fiat
Danish Krone,121083.787,fiat
Euro,16265.074,fiat
British Pound Sterling,13988.023,fiat
Hong Kong Dollar,133498.219,fiat
Hungarian Forint,6814092.175,fiat
Indonesian Rupiah,267526244.809,fiat
Israeli New Shekel,58622.419,fiat
Indian Rupee,1413521.199,fiat
Japanese Yen,2341690.291,fiat
South Korean Won,22362779.934,fiat
Kuwaiti Dinar,5260.012,fiat
Sri Lankan Rupee,6305487.08,fiat
Burmese Kyat,36031347.46,fiat
Mexican Peso,339092.901,fiat
Malaysian Ringgit,75501.622,fiat
Nigerian Naira,7609416.701,fiat
Norwegian Krone,171550.797,fiat
New Zealand Dollar,26736.044,fiat
Philippine Peso,949449.819,fiat
Pakistani Rupee,3855351.507,fiat
Polish Zloty,76342.625,fiat
Russian Ruble,1071871.033,fiat
Saudi Riyal,64470.052,fiat
Swedish Krona,177461.819,fiat
Singapore Dollar,23249.733,fiat
Thai Baht,593669.885,fiat
Turkish Lira,319788.421,fiat
New Taiwan Dollar,526525.872,fiat
Ukrainian hryvnia,630461.936,fiat
Venezuelan bolívar fuerte,1716.811,fiat
Vietnamese đồng,408070539.413,fiat
South African Rand,297555.264,fiat
IMF Special Drawing Rights,12945.729,fiat
Silver - Troy Ounce,730.231,commodity
Gold - Troy Ounce,9.54,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.511,crypto
Litecoin,221.5,crypto
Bitcoin Cash,156.966,crypto
Binance Coin,59.351,crypto
EOS,16507.59,crypto
XRP,44126.739,crypto
Lumens,200117.67,crypto
Chainlink,2488.483,crypto
Polkadot,3242.053,crypto
Yearn.finance,2.489,crypto
US Dollar,17145.828,fiat
United Arab Emirates Dirham,62976.626,fiat
Argentine Peso,2913561.668,fiat
Australian Dollar,25225.576,fiat
Bangladeshi Taka,1773257.147,fiat
Bahraini Dinar,6454.169,fiat
Bermudian Dollar,17145.828,fiat
Brazil Real,89809.847,fiat
Canadian Dollar,23536.935,fiat
Swiss Franc,16033.08,fiat
Chilean Peso,14777646.271,fiat
Chinese Yuan,119295.527,fiat
Czech Koruna,395075.884,fiat
Danish Krone,121083.837,fiat
Euro,16265.081,fiat
British Pound Sterling,13988.029,fiat
Hong Kong Dollar,133498.274,fiat
Hungarian Forint,6814094.979,fiat
Indonesian Rupiah,267526354.919,fiat
Israeli New Shekel,58622.443,fiat
Indian Rupee,1413521.781,fiat
Japanese Yen,2341691.255,fiat
South Korean Won,22362789.138,fiat
Kuwaiti Dinar,5260.014,fiat
Sri Lankan Rupee,6305489.675,fiat
Burmese Kyat,36031362.29,fiat
Mexican Peso,339093.041,fiat
Malaysian Ringgit,75501.653,fiat
Nigerian Naira,7609419.833,fiat
Norwegian Krone,171550.867,fiat
New Zealand Dollar,26736.055,fiat
Philippine Peso,949450.21,fiat
Pakistani Rupee,3855353.094,fiat
Polish Zloty,76342.656,fiat
Russian Ruble,1071871.474,fiat
Saudi Riyal,64470.079,fiat
Swedish Krona,177461.892,fiat
Singapore Dollar,23249.742,fiat
Thai Baht,593670.129,fiat
Turkish Lira,319788.553,fiat
New Taiwan Dollar,526526.089,fiat
Ukrainian hryvnia,630462.195,fiat
Venezuelan bolívar fuerte,1716.811,fiat
Vietnamese đồng,408070707.368,fiat
South African Rand,297555.386,fiat
IMF Special Drawing Rights,12945.734,fiat
Silver - Troy Ounce,730.231,commodity
Gold - Troy Ounce,9.54,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.51,crypto
Litecoin,221.027,crypto
Bitcoin Cash,156.96,crypto
Binance Coin,59.337,crypto
EOS,16518.878,crypto
XRP,44124.62,crypto
Lumens,200112.061,crypto
Chainlink,2487.782,crypto
Polkadot,3242.619,crypto
Yearn.finance,2.492,crypto
US Dollar,17145.83,fiat
United Arab Emirates Dirham,62976.635,fiat
Argentine Peso,2913562.075,fiat
Australian Dollar,25225.58,fiat
Bangladeshi Taka,1773257.395,fiat
Bahraini Dinar,6454.17,fiat
Bermudian Dollar,17145.83,fiat
Brazil Real,89809.859,fiat
Canadian Dollar,23536.938,fiat
Swiss Franc,16033.083,fiat
Chilean Peso,14777648.337,fiat
Chinese Yuan,119295.544,fiat
Czech Koruna,395075.939,fiat
Danish Krone,121083.854,fiat
Euro,16265.083,fiat
British Pound Sterling,13988.031,fiat
Hong Kong Dollar,133498.293,fiat
Hungarian Forint,6814095.932,fiat
Indonesian Rupiah,267526392.308,fiat
Israeli New Shekel,58622.451,fiat
Indian Rupee,1413521.978,fiat
Japanese Yen,2341691.582,fiat
South Korean Won,22362792.264,fiat
Kuwaiti Dinar,5260.015,fiat
Sri Lankan Rupee,6305490.556,fiat
Burmese Kyat,36031367.325,fiat
Mexican Peso,339093.088,fiat
Malaysian Ringgit,75501.664,fiat
Nigerian Naira,7609420.896,fiat
Norwegian Krone,171550.891,fiat
New Zealand Dollar,26736.059,fiat
Philippine Peso,949450.343,fiat
Pakistani Rupee,3855353.633,fiat
Polish Zloty,76342.667,fiat
Russian Ruble,1071871.624,fiat
Saudi Riyal,64470.088,fiat
Swedish Krona,177461.916,fiat
Singapore Dollar,23249.746,fiat
Thai Baht,593670.212,fiat
Turkish Lira,319788.598,fiat
New Taiwan Dollar,526526.163,fiat
Ukrainian hryvnia,630462.284,fiat
Venezuelan bolívar fuerte,1716.812,fiat
Vietnamese đồng,408070764.4,fiat
South African Rand,297555.428,fiat
IMF Special Drawing Rights,12945.736,fiat
Silver - Troy Ounce,730.231,commodity
Gold - Troy Ounce,9.54,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.51,crypto
Litecoin,220.783,crypto
Bitcoin Cash,156.958,crypto
Binance Coin,59.339,crypto
EOS,16519.515,crypto
XRP,44125.277,crypto
Lumens,200144.776,crypto
Chainlink,2487.577,crypto
Polkadot,3242.353,crypto
Yearn.finance,2.492,crypto
US Dollar,17144.1,fiat
United Arab Emirates Dirham,62970.281,fiat
Argentine Peso,2913268.109,fiat
Australian Dollar,25223.034,fiat
Bangladeshi Taka,1773078.481,fiat
Bahraini Dinar,6453.519,fiat
Bermudian Dollar,17144.1,fiat
Brazil Real,89800.798,fiat
Canadian Dollar,23534.563,fiat
Swiss Franc,16031.465,fiat
Chilean Peso,14776157.336,fiat
Chinese Yuan,119283.508,fiat
Czech Koruna,395036.078,fiat
Danish Krone,121071.637,fiat
Euro,16263.442,fiat
British Pound Sterling,13986.62,fiat
Hong Kong Dollar,133484.823,fiat
Hungarian Forint,6813408.419,fiat
Indonesian Rupiah,267499400.063,fiat
Israeli New Shekel,58616.536,fiat
Indian Rupee,1413379.36,fiat
Japanese Yen,2341455.316,fiat
South Korean Won,22360535.955,fiat
Kuwaiti Dinar,5259.484,fiat
Sri Lankan Rupee,6304854.36,fiat
Burmese Kyat,36027731.918,fiat
Mexican Peso,339058.875,fiat
Malaysian Ringgit,75494.046,fiat
Nigerian Naira,7608653.139,fiat
Norwegian Krone,171533.583,fiat
New Zealand Dollar,26733.361,fiat
Philippine Peso,949354.547,fiat
Pakistani Rupee,3854964.645,fiat
Polish Zloty,76334.964,fiat
Russian Ruble,1071763.476,fiat
Saudi Riyal,64463.583,fiat
Swedish Krona,177444.011,fiat
Singapore Dollar,23247.4,fiat
Thai Baht,593610.313,fiat
Turkish Lira,319756.332,fiat
New Taiwan Dollar,526473.038,fiat
Ukrainian hryvnia,630398.673,fiat
Venezuelan bolívar fuerte,1716.638,fiat
Vietnamese đồng,408029591.842,fiat
South African Rand,297525.406,fiat
IMF Special Drawing Rights,12944.43,fiat
Silver - Troy Ounce,730.158,commodity
Gold - Troy Ounce,9.539,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.51,crypto
Litecoin,220.475,crypto
Bitcoin Cash,156.963,crypto
Binance Coin,59.335,crypto
EOS,16525.995,crypto
XRP,44123.09,crypto
Lumens,200147.702,crypto
Chainlink,2487.499,crypto
Polkadot,3241.976,crypto
Yearn.finance,2.492,crypto
US Dollar,17148.534,fiat
United Arab Emirates Dirham,62986.566,fiat
Argentine Peso,2914021.549,fiat
Australian Dollar,25229.558,fiat
Bangladeshi Taka,1773537.041,fiat
Bahraini Dinar,6455.188,fiat
Bermudian Dollar,17148.534,fiat
Brazil Real,89824.023,fiat
Canadian Dollar,23540.65,fiat
Swiss Franc,16035.611,fiat
Chilean Peso,14779978.798,fiat
Chinese Yuan,119314.357,fiat
Czech Koruna,395138.243,fiat
Danish Krone,121102.949,fiat
Euro,16267.648,fiat
British Pound Sterling,13990.237,fiat
Hong Kong Dollar,133519.345,fiat
Hungarian Forint,6815170.527,fiat
Indonesian Rupiah,267568581.691,fiat
Israeli New Shekel,58631.696,fiat
Indian Rupee,1413744.893,fiat
Japanese Yen,2342060.871,fiat
South Korean Won,22366318.915,fiat
Kuwaiti Dinar,5260.844,fiat
Sri Lankan Rupee,6306484.943,fiat
Burmese Kyat,36037049.535,fiat
Mexican Peso,339146.564,fiat
Malaysian Ringgit,75513.571,fiat
Nigerian Naira,7610620.916,fiat
Norwegian Krone,171577.945,fiat
New Zealand Dollar,26740.275,fiat
Philippine Peso,949600.073,fiat
Pakistani Rupee,3855961.629,fiat
Polish Zloty,76354.706,fiat
Russian Ruble,1072040.66,fiat
Saudi Riyal,64480.255,fiat
Swedish Krona,177489.902,fiat
Singapore Dollar,23253.412,fiat
Thai Baht,593763.835,fiat
Turkish Lira,319839.029,fiat
New Taiwan Dollar,526609.197,fiat
Ukrainian hryvnia,630561.709,fiat
Venezuelan bolívar fuerte,1717.082,fiat
Vietnamese đồng,408135117.877,fiat
South African Rand,297602.353,fiat
IMF Special Drawing Rights,12947.777,fiat
Silver - Troy Ounce,730.347,commodity
Gold - Troy Ounce,9.541,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.507,crypto
Litecoin,220.421,crypto
Bitcoin Cash,156.959,crypto
Binance Coin,59.329,crypto
EOS,16526.861,crypto
XRP,44123.014,crypto
Lumens,200118.43,crypto
Chainlink,2487.211,crypto
Polkadot,3241.584,crypto
Yearn.finance,2.492,crypto
US Dollar,17148.639,fiat
United Arab Emirates Dirham,62986.951,fiat
Argentine Peso,2914039.347,fiat
Australian Dollar,25229.712,fiat
Bangladeshi Taka,1773547.874,fiat
Bahraini Dinar,6455.227,fiat
Bermudian Dollar,17148.639,fiat
Brazil Real,89824.571,fiat
Canadian Dollar,23540.794,fiat
Swiss Franc,16035.709,fiat
Chilean Peso,14780069.072,fiat
Chinese Yuan,119315.086,fiat
Czech Koruna,395140.657,fiat
Danish Krone,121103.689,fiat
Euro,16267.747,fiat
British Pound Sterling,13990.322,fiat
Hong Kong Dollar,133520.161,fiat
Hungarian Forint,6815212.153,fiat
Indonesian Rupiah,267570215.973,fiat
Israeli New Shekel,58632.054,fiat
Indian Rupee,1413753.528,fiat
Japanese Yen,2342075.176,fiat
South Korean Won,22366455.526,fiat
Kuwaiti Dinar,5260.876,fiat
Sri Lankan Rupee,6306523.463,fiat
Burmese Kyat,36037269.646,fiat
Mexican Peso,339148.635,fiat
Malaysian Ringgit,75514.032,fiat
Nigerian Naira,7610667.4,fiat
Norwegian Krone,171578.993,fiat
New Zealand Dollar,26740.438,fiat
Philippine Peso,949605.873,fiat
Pakistani Rupee,3855985.181,fiat
Polish Zloty,76355.173,fiat
Russian Ruble,1072047.208,fiat
Saudi Riyal,64480.649,fiat
Swedish Krona,177490.987,fiat
